0.8656,1.4081,1.4713,1.5388,1.0459,1.6963,4.7239,1.6889,2.3781,1.2046,1.1113,1.5648,2.3096,4.3082,1.9843,0.8591,1.5324,1.4092,1.0545,1.0327,1.0396,0.9879,1.9896,0.5128,1.0607,0.9431,0.4946,1.0224,0.3020
0.8466,1.3108,1.4952,1.4794,0.9894,1.7773,4.4885,1.6949,2.2217,1.3559,1.1444,1.5000,2.5106,6.0015,1.7101,0.6812,1.5747,1.3047,1.0062,1.0326,1.0075,1.0360,2.5259,0.5139,1.0243,0.8515,0.4826,1.0103,0.2832
0.9361,1.5311,1.5044,1.4674,0.9754,2.0113,5.0246,1.7299,2.6486,1.3136,1.0587,1.6209,2.3361,4.1393,1.9592,0.8387,1.5665,1.2796,0.9796,1.0148,0.9985,0.9693,2.0700,0.5003,0.9639,0.9147,0.5105,0.9729,0.3237
0.8334,1.4320,1.3500,1.3617,1.0087,2.1706,5.1144,1.7780,2.5461,1.5158,1.2475,1.7864,2.2488,3.8261,1.6364,0.7277,1.5733,1.1428,0.9832,0.9793,0.9848,1.0000,2.3321,0.5043,1.0189,0.8696,0.4888,0.9910,0.2813
0.8501,1.2728,1.2900,1.3070,1.0131,2.1024,4.6703,1.8302,2.3295,1.6517,1.1873,1.5113,2.3828,5.1768,1.7494,0.7342,1.5517,1.3744,0.9621,0.9705,0.9753,1.0051,2.1141,0.5165,1.0407,0.9123,0.4817,0.9829,0.2907
1.0369,1.1859,1.4369,1.4369,1.0000,1.9192,4.3504,1.7386,2.0618,1.6183,1.1569,1.3720,2.8058,6.9113,2.6118,0.9309,1.3691,2.2024,1.0226,1.0820,1.0512,0.9842,1.5578,0.5320,1.0666,0.9157,0.4623,1.0060,0.3776
1.0114,1.4700,1.6490,1.6539,1.0030,1.9792,4.6902,1.6528,2.4297,1.3464,0.9354,1.3751,3.2074,8.7277,2.3123,0.7209,1.5039,1.5730,0.9650,1.0038,0.9874,0.9939,2.2948,0.5275,1.0083,0.9227,0.5021,0.9820,0.3708
0.9940,1.4254,1.4602,1.4368,0.9840,1.9770,4.7705,1.7417,2.4826,1.3870,1.0087,1.4378,2.5304,5.1180,2.0993,0.8296,1.5448,1.4728,0.9529,0.9053,0.9428,0.9429,1.8236,0.4907,0.8761,0.9205,0.4990,0.9996,0.3484
0.8548,1.3955,1.5297,1.5325,1.0018,1.9010,4.8019,1.6852,2.3517,1.3622,1.0869,1.5168,2.5395,5.3533,1.7637,0.6945,1.5949,1.2638,0.9844,0.9562,0.9763,0.9743,2.7335,0.5126,0.9792,0.8692,0.4714,1.0013,0.2786
1.0159,1.4687,1.6747,1.6956,1.0125,1.9487,4.7123,1.6186,2.3772,1.3268,0.9523,1.3986,3.1930,5.7674,2.2498,0.7046,1.5320,1.5318,1.0322,1.0032,0.9964,1.0148,2.0835,0.5014,0.9865,0.9044,0.4913,0.9950,0.3589
0.8382,1.5035,1.6641,1.7065,1.0255,1.8823,4.6118,1.6248,2.4429,1.2519,1.1728,1.7633,1.7075,4.8125,2.5321,1.4830,1.3817,1.6842,1.0035,1.0290,1.0267,0.9355,1.6793,0.4884,1.0447,0.9959,0.5172,0.9980,0.2786
0.8936,1.4592,1.5384,1.5946,1.0365,1.6753,4.8910,1.6666,2.4319,1.1481,1.0476,1.5286,2.5114,5.6776,2.1180,0.8434,1.5089,1.4515,0.9791,1.0296,1.0236,1.0044,2.2926,0.5002,1.0277,0.9521,0.4891,1.0144,0.3118
0.9673,1.1745,1.3731,1.3411,0.9766,1.9232,4.2343,1.7866,2.0984,1.6374,1.1231,1.3190,2.7137,7.4097,1.7585,0.6480,1.5633,1.4972,0.9690,0.8747,0.9248,0.9651,2.1540,0.5048,0.8516,0.8219,0.4770,1.0087,0.3397
0.9400,1.4043,1.4739,1.4247,0.9666,1.9473,4.7131,1.7425,2.4470,1.3867,1.0909,1.5319,2.7477,5.2222,2.3144,0.8423,1.4525,1.6481,0.9753,0.9479,0.9585,0.9598,1.6307,0.4873,0.9155,0.9823,0.5079,0.9716,0.3100
1.0825,1.2014,1.3829,1.3459,0.9733,1.9003,4.3215,1.7650,2.1205,1.5817,1.0240,1.2303,3.3362,7.6927,2.0000,0.5995,1.5449,1.6647,1.0633,1.0112,1.0177,1.0433,2.0687,0.5258,1.0757,0.8413,0.4752,1.0149,0.3882
0.8274,1.3401,1.5903,1.6148,1.0154,1.7731,4.3211,1.6615,2.2267,1.3231,1.2784,1.7132,1.9998,3.8802,1.9116,0.9559,1.4807,1.4264,1.0258,1.0300,1.0233,1.0244,1.9453,0.5063,1.0482,0.8756,0.5035,1.0010,0.2861
0.8235,1.1920,1.4187,1.4821,1.0447,1.5656,4.3233,1.7286,2.0605,1.3134,1.2969,1.5459,1.6860,4.3046,1.5947,0.9459,1.5687,1.3378,1.0119,1.0240,1.0199,1.0554,2.0258,0.5291,1.1515,0.8227,0.4651,1.0132,0.2696
0.8616,1.3971,1.5323,1.5367,1.0029,1.8241,4.8029,1.6917,2.3634,1.3057,1.1562,1.6153,2.2700,3.7886,1.9551,0.8613,1.5286,1.3994,1.0309,1.0254,1.0232,1.0258,1.7519,0.5003,0.9968,0.9133,0.4744,1.0387,0.2868
1.0595,1.3315,1.3981,1.4033,1.0037,2.0761,4.8009,1.7492,2.3291,1.5592,0.9578,1.2754,3.3247,6.4265,1.7151,0.5159,1.6932,1.2880,0.9912,0.9790,0.9808,0.9831,2.3212,0.5142,0.9964,0.8017,0.4651,1.0012,0.3488
0.9060,1.3893,1.5652,1.5742,1.0057,2.0943,4.7469,1.6665,2.3153,1.5074,1.1666,1.6208,3.1432,6.3347,2.5383,0.8075,1.3740,1.8270,1.0137,0.9657,0.9728,0.9531,1.5530,0.4958,1.0127,0.9515,0.4748,0.9972,0.3383
0.8220,1.3335,1.3297,1.3401,1.0078,2.2003,4.8224,1.7999,2.4002,1.6500,1.4340,1.9123,1.6434,4.2809,2.1043,1.2804,1.3769,1.5780,0.9577,0.9327,0.9736,0.9613,1.5232,0.5056,0.8974,0.9173,0.4819,1.0155,0.3024
0.8053,1.4035,1.3981,1.4552,1.0408,2.0296,5.3132,1.7333,2.4327,1.4461,1.2551,1.7616,2.0900,4.1798,1.8073,0.8647,1.5100,1.2877,1.0673,1.1114,1.0797,1.0354,2.0781,0.5254,1.1821,0.9038,0.4470,1.0088,0.2811
0.9571,1.2798,1.3978,1.3701,0.9802,2.0309,4.7147,1.7743,2.2708,1.5869,1.1197,1.4329,2.8863,6.0628,2.0352,0.7051,1.4959,1.5902,0.9368,0.9603,0.9690,0.9755,2.1029,0.5187,0.9476,0.8944,0.4636,0.9914,0.3385
0.9291,1.3444,1.5332,1.5143,0.9876,1.8119,4.5556,1.6943,2.2777,1.3477,1.2071,1.6227,2.1985,4.4947,2.0859,0.9488,1.4602,1.5516,0.9494,0.9240,0.9579,0.9939,1.8866,0.4848,0.8885,0.8647,0.4829,0.9974,0.3197
0.9783,1.4362,1.5886,1.5551,0.9789,1.9793,4.9670,1.6589,2.3825,1.3782,1.0446,1.5003,2.9293,4.9485,2.1099,0.7203,1.5241,1.4691,1.0240,1.0050,0.9951,0.9741,1.9892,0.5176,0.9589,0.8907,0.4692,1.0173,0.3381
0.8824,1.4502,1.7002,1.6955,0.9972,1.6987,4.7075,1.6044,2.3267,1.1714,1.2023,1.7435,1.9240,3.5592,2.1860,1.1361,1.4536,1.5074,1.0570,1.0302,1.0303,0.9953,1.8888,0.5091,1.0205,0.8947,0.4826,1.0187,0.2942
0.8485,1.3810,1.4419,1.4827,1.0283,1.8522,4.6455,1.7234,2.3800,1.3412,1.1387,1.5725,2.2797,4.2448,1.6862,0.7397,1.6121,1.2210,0.9802,0.9807,1.0050,0.9939,2.5972,0.5091,0.9612,0.8859,0.5049,0.9787,0.2678
0.9765,1.3813,1.4281,1.4799,1.0363,1.7009,4.6952,1.7237,2.3809,1.2314,1.0826,1.4954,2.1852,4.3511,2.0034,0.9168,1.5441,1.4504,1.0538,1.0369,1.0415,0.9894,2.0528,0.5213,1.0828,0.8865,0.4905,1.0246,0.3279
0.8283,1.2177,1.4876,1.4737,0.9906,1.9974,4.4621,1.7076,2.0793,1.6404,1.2145,1.4788,2.6138,5.6238,1.9763,0.7561,1.4735,1.6231,0.9527,0.9683,0.9721,0.9939,2.0018,0.5113,0.9815,0.9187,0.4538,0.9844,0.2801
0.8965,1.4057,1.4897,1.5446,1.0368,1.8694,4.6664,1.6907,2.3766,1.3298,1.0836,1.5233,2.6179,4.9291,2.1557,0.8234,1.4933,1.5335,1.0463,1.0145,1.0169,1.0343,2.2069,0.5240,1.0610,0.9522,0.4939,1.0050,0.3163
0.7731,1.4040,1.5348,1.5019,0.9786,2.0399,4.8450,1.6813,2.3605,1.4529,1.2552,1.7624,1.9090,3.2756,1.7442,0.9137,1.5524,1.2423,1.0170,0.9987,1.0003,1.0147,2.1152,0.5150,1.0274,0.8929,0.4706,1.0321,0.2845
0.8160,1.4097,1.5597,1.5209,0.9751,1.9395,5.1518,1.6764,2.3633,1.3757,1.2706,1.7912,2.5122,4.7045,1.8981,0.7556,1.4704,1.3464,1.0066,1.0426,1.0132,1.0124,2.1901,0.5213,1.0176,0.8737,0.4472,1.0068,0.2988
0.7780,1.3424,1.3705,1.4203,1.0363,1.6707,4.7415,1.7553,2.3564,1.2446,1.1918,1.5999,2.4072,5.0020,1.7089,0.7099,1.5606,1.2730,1.0350,1.0382,1.0272,1.0096,2.3022,0.5046,1.0150,0.9313,0.4880,1.0109,0.2594
0.8601,1.3394,1.4170,1.3989,0.9872,1.7210,4.8979,1.7478,2.3409,1.2849,1.1527,1.5440,2.9368,5.2313,1.7857,0.6080,1.5544,1.3332,0.9215,0.9956,0.9979,0.9938,2.4971,0.4959,0.9461,0.8855,0.4626,0.9717,0.2788
0.8281,1.8021,1.6247,1.6111,0.9916,2.4979,5.5815,1.6772,3.0224,1.3861,1.2728,2.2936,2.1126,3.3377,2.2461,1.0632,1.4023,1.2464,0.9504,0.9399,0.9663,0.9599,1.6398,0.4970,0.9410,0.9439,0.5273,0.9913,0.3059
0.8523,1.6361,1.5354,1.5380,1.0017,2.0869,5.5106,1.7139,2.8040,1.2756,1.1625,1.9019,2.4036,3.6365,2.1748,0.9048,1.4614,1.3293,1.0216,1.0317,1.0114,1.0173,1.7682,0.5061,1.0030,0.9700,0.4892,1.0031,0.3043
0.8359,1.4583,1.4781,1.5347,1.0383,2.3566,5.2446,1.7096,2.4931,1.6160,1.3060,1.9045,2.3563,4.3982,2.0959,0.8895,1.4145,1.4372,0.9989,1.1389,1.0699,1.0053,1.6057,0.5197,1.1492,0.9060,0.4628,1.0106,0.2954
1.0716,1.5250,1.4293,1.4020,0.9810,2.4135,5.0958,1.7656,2.6926,1.5826,1.1707,1.7853,2.0087,3.4723,3.0960,1.5413,1.3288,2.0302,0.9490,0.8693,0.9320,0.9083,0.9096,0.5042,0.8602,0.9804,0.5048,1.0055,0.4159
0.8549,1.5369,1.4921,1.5084,1.0110,2.0229,5.2530,1.7156,2.6367,1.3162,1.1761,1.8076,2.6715,5.0010,2.0439,0.7651,1.4669,1.3299,1.0044,0.9077,0.9601,0.9550,2.2242,0.4948,0.9187,0.9259,0.4877,1.0179,0.3108
1.0624,1.6557,1.5454,1.5662,1.0134,1.7501,5.3180,1.6792,2.7802,1.0570,0.9559,1.5827,2.3192,4.8643,2.5897,1.1166,1.4639,1.5641,0.9526,0.9317,0.9805,0.9563,1.5731,0.4964,0.9832,0.9632,0.5037,0.9913,0.3976
0.9740,1.5718,1.7825,1.8452,1.0352,2.1184,4.6755,1.5937,2.5050,1.3477,1.0579,1.6629,2.5698,4.2733,2.4124,0.9388,1.4558,1.5348,1.0013,1.0614,1.0418,1.0460,1.4436,0.5399,1.0799,0.9012,0.5161,1.0116,0.3651
0.9659,1.2551,1.3949,1.3643,0.9781,1.9786,4.5779,1.7744,2.2270,1.5765,1.2193,1.5304,2.0867,5.5974,2.2471,1.0768,1.4128,1.7904,0.9117,0.9445,0.9318,1.0095,1.2440,0.4847,0.9365,0.8824,0.4631,0.9870,0.3489
0.9339,1.6067,1.5284,1.5964,1.0445,1.9342,5.5081,1.6838,2.7053,1.2039,1.0618,1.7059,2.6482,5.0665,2.2272,0.8410,1.4781,1.3862,0.9934,0.9920,1.0018,0.9756,1.7686,0.4918,1.0041,0.9301,0.4735,1.0009,0.3283
0.7726,1.5000,1.5625,1.6237,1.0391,1.9542,5.0298,1.6468,2.4702,1.3028,1.1723,1.7584,2.4730,3.8774,1.7982,0.7271,1.5559,1.1988,0.9782,0.9942,0.9965,1.0491,2.2208,0.5052,1.0456,0.9130,0.4788,1.0164,0.2408
0.9049,1.6372,1.5953,1.6655,1.0440,2.0349,5.1923,1.6550,2.7096,1.2429,1.1063,1.8112,2.3776,3.7732,1.9293,0.8114,1.5487,1.1784,1.0573,1.1309,1.0810,1.0635,1.9320,0.5207,1.1478,0.8682,0.5041,1.0081,0.3348
0.9118,1.5238,1.3835,1.3729,0.9924,1.8790,5.3991,1.7863,2.7219,1.2331,1.2581,1.9171,2.2356,3.9253,1.9441,0.8696,1.4714,1.2759,0.9382,0.9627,0.9897,0.9591,1.9381,0.4898,0.8781,0.8729,0.4873,0.9990,0.3061
0.8906,1.6356,1.5834,1.5990,1.0098,1.9927,5.3232,1.6722,2.7352,1.2183,1.1187,1.8297,2.6733,5.1513,2.4090,0.9011,1.4149,1.4728,1.0204,1.1190,1.0506,1.1356,1.7318,0.5435,1.1305,0.9534,0.4907,0.9974,0.3473
0.9922,1.4915,1.4346,1.4805,1.0320,2.1532,5.3688,1.7451,2.6028,1.4437,1.1480,1.7123,2.3233,4.5091,2.3354,1.0052,1.4280,1.5658,0.9773,0.9776,1.0030,0.9808,1.5206,0.5254,1.0006,0.9046,0.4635,1.0090,0.3809
1.0339,1.2542,1.4604,1.4914,1.0212,2.1068,4.3770,1.7133,2.1488,1.6799,1.1436,1.4343,2.7824,6.4219,3.1172,1.1204,1.3144,2.4855,0.9954,0.9935,0.9944,0.9882,0.9531,0.5180,0.9578,0.9542,0.4663,0.9930,0.4232
0.9021,1.3337,1.4819,1.5144,1.0219,1.9883,4.7434,1.6912,2.2556,1.4907,1.2323,1.6435,2.6631,5.6172,2.3059,0.8659,1.3942,1.7289,1.0352,1.0198,1.0115,0.9779,1.4282,0.5094,1.0127,0.9048,0.4618,1.0261,0.3410
1.0160,1.4882,1.6132,1.6040,0.9943,2.0320,4.8015,1.6612,2.4721,1.3654,1.1026,1.6410,1.9580,6.9444,3.0987,1.5825,1.3202,2.0822,1.0151,0.9148,0.9787,0.9582,1.3534,0.5043,0.9522,0.9590,0.4969,1.0102,0.3833
0.9566,1.5745,1.5884,1.5799,0.9947,2.2513,5.0478,1.6659,2.6230,1.4298,1.1201,1.7636,1.9229,3.9699,2.4092,1.2529,1.4320,1.5301,1.0226,0.9855,0.9812,1.0004,1.3549,0.5149,0.9788,0.9162,0.4944,0.9990,0.3655
1.0047,1.4278,1.5018,1.4532,0.9676,1.7283,4.5624,1.7444,2.4907,1.2105,1.0322,1.4737,2.6328,5.8350,2.5767,0.9787,1.4244,1.8046,1.0282,1.1210,1.0381,1.0749,1.6699,0.5186,1.1739,0.9869,0.5233,1.0267,0.3722
0.9016,1.6980,1.7381,1.6995,0.9778,2.0187,5.3114,1.6220,2.7542,1.1888,1.0165,1.7261,3.1034,5.5799,2.5694,0.8279,1.4270,1.5132,0.9734,0.9122,0.9505,0.9770,1.8015,0.5064,0.9337,0.9932,0.4957,1.0116,0.3323
0.8254,1.4055,1.4887,1.5387,1.0336,1.6757,4.9050,1.6824,2.3647,1.1922,1.1172,1.5703,2.5340,5.2728,1.9623,0.7744,1.5178,1.3961,1.0150,0.9936,1.0079,1.0589,2.5523,0.4782,1.0108,0.9505,0.4740,1.0171,0.2804
0.8859,1.4287,1.3973,1.4093,1.0086,2.0523,5.3026,1.7640,2.5203,1.4364,1.2678,1.8113,2.4631,4.8672,2.3467,0.9527,1.3790,1.6425,0.9920,1.1122,1.0233,1.1195,1.5017,0.5270,1.1173,0.9356,0.4535,0.9787,0.3394
1.0615,1.5447,1.5568,1.5639,1.0046,1.8376,4.9348,1.6896,2.6100,1.1896,0.9895,1.5285,2.6367,5.3480,2.4044,0.9119,1.4787,1.5565,0.9745,0.9043,0.9438,0.9534,1.6096,0.4939,0.9469,0.9112,0.5074,0.9883,0.3819
0.8843,1.4947,1.6092,1.5994,0.9939,2.3047,5.0217,1.6641,2.4874,1.5419,1.3093,1.9571,2.1525,4.6302,2.4382,1.1327,1.3521,1.6312,0.9940,0.9322,0.9492,1.0045,1.2174,0.4850,0.8809,0.8881,0.4766,0.9999,0.3297
0.8953,1.3521,1.3879,1.3854,0.9982,1.9560,4.9457,1.7493,2.3651,1.4467,1.3140,1.7766,2.2870,4.4415,2.2870,1.0000,1.3796,1.6915,0.9974,0.9779,0.9876,0.9993,1.3752,0.5054,0.9588,0.9276,0.4702,0.9946,0.3160
0.8845,1.4161,1.4684,1.4840,1.0106,1.7520,4.9011,1.6965,2.4025,1.2372,1.2163,1.7225,2.6145,4.5017,2.1245,0.8126,1.4442,1.5003,1.0277,1.0388,1.0426,1.0440,1.8723,0.5081,1.0318,0.9136,0.4816,1.0203,0.3127
0.7746,1.5254,1.5989,1.5830,0.9901,1.8483,5.5574,1.6449,2.5091,1.2117,1.2248,1.8683,2.3059,4.5277,1.8006,0.7809,1.5138,1.1804,0.9633,0.9698,0.9834,1.0170,2.7011,0.4678,0.9339,0.8720,0.4360,0.9940,0.2666
0.7950,1.4326,1.5099,1.5738,1.0423,1.7165,4.7451,1.6698,2.3920,1.1982,1.1234,1.6094,2.4089,4.1115,1.9263,0.7997,1.5430,1.3447,0.9671,0.9576,0.9941,1.0065,1.9159,0.4960,0.9977,0.9615,0.4901,1.0097,0.2786
0.8212,1.5556,1.5855,1.6224,1.0233,1.7778,5.1906,1.6530,2.5715,1.1428,1.0925,1.6996,2.7990,4.8462,2.1305,0.7612,1.4886,1.3696,1.0486,1.0347,1.0279,1.0307,2.2476,0.5102,1.0398,0.9754,0.4803,1.0301,0.2814
0.7916,1.4259,1.4750,1.4532,0.9852,1.9849,5.0421,1.7320,2.4697,1.3920,1.2374,1.7645,1.9401,6.8029,2.1996,1.1337,1.4005,1.5425,0.9461,0.9842,0.9812,0.9900,2.1325,0.5049,0.9674,0.9756,0.4723,1.0034,0.2836
0.9849,1.4625,1.4609,1.4784,1.0120,1.8664,4.8209,1.7144,2.5074,1.2762,1.0511,1.5372,2.1304,3.5267,1.9183,0.9004,1.6077,1.3116,0.9773,0.9626,1.0000,0.9649,1.7537,0.5192,0.9599,0.8802,0.5015,1.0169,0.3535
0.7486,1.4801,1.5139,1.4916,0.9853,1.6407,5.1066,1.6936,2.5068,1.1085,1.2070,1.7866,2.1764,4.4122,1.9115,0.8783,1.4961,1.2915,0.9741,0.9267,0.9602,0.9705,2.4000,0.4919,0.9483,0.9731,0.4804,1.0051,0.2388
0.8210,1.2840,1.5051,1.5735,1.0454,1.7156,4.6743,1.6839,2.1620,1.3362,1.2209,1.5675,2.2624,4.3545,1.8275,0.8078,1.5251,1.4233,1.0140,1.0480,1.0340,1.0648,2.0053,0.5391,1.0738,0.8817,0.4485,1.0222,0.2790
0.7882,1.3630,1.5048,1.4934,0.9924,1.9389,4.8458,1.6994,2.3162,1.4225,1.2220,1.6656,2.7275,6.0062,2.0891,0.7659,1.4350,1.5327,1.0262,1.0719,1.0382,1.0742,2.0903,0.5011,1.0491,0.9551,0.4627,1.0164,0.2699
0.8333,1.3769,1.4960,1.5408,1.0299,1.7392,4.8406,1.6844,2.3192,1.2631,1.2316,1.6957,2.2088,3.6316,1.8270,0.8271,1.5306,1.3269,1.0182,0.9845,0.9908,1.0282,2.0396,0.4923,1.0517,0.8870,0.4701,0.9901,0.2615
0.8926,1.3739,1.5156,1.5773,1.0407,1.7267,4.5160,1.6767,2.3037,1.2567,1.2397,1.7032,2.0455,3.8892,2.0065,0.9809,1.4715,1.4604,1.0598,1.0100,1.0244,1.0251,1.6847,0.5310,1.0865,0.8824,0.5047,1.0366,0.3057
0.8729,1.4061,1.4616,1.4908,1.0199,1.7681,5.0018,1.7003,2.3908,1.2574,1.1541,1.6228,2.3113,4.6077,1.8676,0.8080,1.5354,1.3282,1.0019,0.9569,1.0030,1.0043,2.2472,0.4934,0.9902,0.8857,0.4670,1.0053,0.2859
0.9197,1.3607,1.5400,1.5164,0.9847,1.6952,4.5413,1.6836,2.2908,1.2459,1.0518,1.4311,2.3904,4.8019,1.9984,0.8360,1.5554,1.4687,0.9593,0.9578,0.9781,1.0118,2.0773,0.4768,0.9252,0.9141,0.4892,0.9818,0.3086
